texto,sentimiento,sentiment_label,sentiment_probabilities
"ICanAdmit , elcomecocos10 , Merkel y Sarkozy y cuatrotuiteros , los TT esta tarde en España",Neutral,1,"[0.0008205636986531317, 0.9991794228553772]"
"El PPopular no descarta otra ronda de reuniones con ministerios para traspaso de poderes, después de recibir información pedida al gobierno",Neutral,0,"[0.989071249961853, 0.010928700678050518]"
"Toda suya “juliosandreu: Sí Sr. La he grabado. Un saludo desde el otro lado, jeje, ( de España ). Buena tarde.”",Positivo,1,"[0.0002369194698985666, 0.9997630715370178]"
"Y hable con el corazón de los afectos Y en esas cosas la Justicia habla idiomas diferentes. Insisto, dusculpad, pero volvería a hacerlo.",Neutral,1,"[0.16027267277240753, 0.8397273421287537]"
Entiendo los unfollow. Aceptar el desconcierto. Y hasta reconocer errores. Pero creo fuera de lugar anunciar venganza radiofónica. Eso no,Positivo,1,"[0.0016918941400945187, 0.9983080625534058]"
;-)  CarlosSerrato82: FW para mariviromero y mucha suerte con tu primera entrevista aquí. El hastag es YNTERVIUMarivi,Positivo,1,"[0.00027392691117711365, 0.9997261166572571]"
"""España gasta mas en sanidad que tofo el presupuesto en sanidad"" Núñez Feijoo en Gato_directo",Negativo,0,"[0.999523401260376, 0.00047662900760769844]"
A las 22.30 mi primera entrevista en directo en Twitter. Si Quieres seguirla busca el hastag YnterviuMarivi l ,Positivo,1,"[0.0003753308265004307, 0.9996246099472046]"
Feliz dia del voluntario. Los hËroes anónimos. Los del sacrificia por eleccion propia. Gracias por tanto.,Positivo,1,"[0.0003178680199198425, 0.9996821880340576]"
Gracias  Pepemaras: YNTERVIUMARIVI Interesante la entrevista de mariviromero Nuevas herramientas: nuevas formas de comunicar,Positivo,1,"[0.00023524164862465113, 0.9997647404670715]"
Gracias a ti Paco  pacorengel: YNTERVIUMARIVI mariviromero Muchísimas gracias. Un beso. La cuelgo en un ratito en ,Positivo,1,"[0.00025245448341593146, 0.9997475743293762]"
"Aunque en menor medida, también lo son muchas que no son madres ;) ejoana: Supermujeres. Gran post de virginiapalonso ",Positivo,1,"[0.005899535957723856, 0.9941003918647766]"
Una vez q ha hablado el protectorado franco-alemán la Europa a 2 o 3 velocidades está hecha: ahora falta ver dónde queda España,Negativo,0,"[0.9994288086891174, 0.0005711689591407776]"
"Impresionante! Enhorabuena a enpiedeguerra y un beso a chiquiesteban : Percebeiros, de David Beriain, a por el Goya! ",Positivo,1,"[0.00023912191682029516, 0.9997609257698059]"
"Sorgiñas, culebras. Cabrones negros de barba larga.",Negativo,0,"[0.9994858503341675, 0.0005140701541677117]"
". enough today. la semana es larga, y seguramente más apasionante de lo recomendable.",Positivo,1,"[0.00024778058286756277, 0.9997522234916687]"
Me voy a leer un rato 'Un día más con vida' de Ryszard Kapuscinscki. Gran descubrimiento del reportero polaco. ;) ,Positivo,1,"[0.0003213327145203948, 0.9996787309646606]"
Disculpad la vehemencia. Pienso en ello para una peli.,Neutral,1,"[0.0011367801344022155, 0.9988632202148438]"
"Despegando ya.que lindo mi pais, que linda mi gente!! --Shak",Positivo,1,"[0.0002786237746477127, 0.999721348285675]"
SyntekNosa pax ahora actuando. Claaro que si. ,Neutral,1,"[0.000980050885118544, 0.999019980430603]"
"Bono celebra su última fiesta en el Congreso y la pregunta es si habrá un Viva España! Con JuanraLucas y en RNE, para arrancar.",Positivo,1,"[0.000435267313150689, 0.9995647072792053]"
"Triste  JosepLLuisCerro:  skalistrao: ""Papá, ¿nosotros qué somos: catalanes o fachas?"" :: Barcelona :: Cataluña: ",Negativo,0,"[0.9988489151000977, 0.0011510651092976332]"
Extorsión mafiosa; por Carlos García - en  ,Negativo,0,"[0.9982934594154358, 0.001706564798951149]"
"No sé de que se sorprenden algunos. El PP presenta unos presupuestos tarde, sin negociar, cargándose la universidad, recortando derechos.",Negativo,0,"[0.9994656443595886, 0.0005343828233890235]"
¿Se plantea Rajoy subir el IVA? ,Negativo,0,"[0.9995075464248657, 0.000492403341922909]"
"¡Constitución, Constitución!, ¡Cuántos viajes y comidas gratis se han dado en tu nombre!, feliz día.",Negativo,0,"[0.998058021068573, 0.0019419407472014427]"
"Buenos días. El hastag debería ser cincotuiteros, porque yo soy uno de ellos. cuatrotuiteros",Neutral,1,"[0.011299031786620617, 0.9887009859085083]"
BUENOS DÍAS PAY TIME!,Positivo,1,"[0.00030063698068261147, 0.9996993541717529]"
"A los okupas no les gusta el edificio de Concepcion Jeronima xq esta en obras. Les gustan mas los edificios a estrenar, pero sin pagar.",Negativo,0,"[0.9995940327644348, 0.00040597765473648906]"
Hoy en el Día de la Constitución me acuerdo como cada día de los millones de personas bajo en umbral de la pobreza vivalaconstitucion,Negativo,0,"[0.9989847540855408, 0.0010152627946808934]"
Monti dice que no cobrará como primer ministro. Demagogia populista para hacer tragar el ricino de los recortes. La aristocracia financiera,Negativo,0,"[0.9996901750564575, 0.00030979985604062676]"
"El «vuelva usted mañana», pero por mail - ABC.es ",Neutral,1,"[0.10124032944440842, 0.8987596035003662]"
Rubalcaba responde a Ridao en El País ,Neutral,0,"[0.9958205223083496, 0.004179408773779869]"
Chacón confía en la democracia interna de los partidos.. Día de la Constitución. Congreso,Positivo,1,"[0.0010492407018318772, 0.998950719833374]"
.marianorajoy congreso: Primera ley será desarrollo reforma constitución xra garantizar estabilidad presupuestaria. Lo dirá ZP n Bruselas,Positivo,1,"[0.00472090020775795, 0.99527907371521]"
Diferentes ciudadanos leen artículos d la constitución en el acto de Ciutadans_Cs en la Ciutadella ,Neutral,1,"[0.004367905203253031, 0.9956321120262146]"
Empieza el acto de homenaje a la Constitución con el próximo Presidente del Gobierno. vivalaconstitucion  ,Positivo,1,"[0.0004375201533548534, 0.9995624423027039]"
Bono a ZP: has dado lo mejor de ti a España en un momento muy difícil. A Rajoy le desea acierto en sus decisiones x el bien de todos.,Neutral,1,"[0.00026745066861622036, 0.9997325539588928]"
"Gallardon habla amigablemente con Zapatero, Guerra con Alonso, Pepiño recibe el cariño de periodistas amigos",Positivo,1,"[0.0005147571791894734, 0.9994852542877197]"
¿Por qué será que hoy parecía haber más gente en la recepción oficial del aniversario de la Constitución?,Neutral,0,"[0.9987102746963501, 0.001289726234972477]"
Otro enchufado más antes de que se vaya ZP ,Negativo,0,"[0.999167799949646, 0.0008322122157551348]"
Rajoy rompe su silencio en la fiesta del Congreso plagada de ausentes ,Negativo,0,"[0.9996235370635986, 0.0003764713183045387]"
Corrillo Rajoy: Los tengo [a los ministros] en la cabeza pero no he hablado de nada con nadie. ¿Sorpresas? Soy razonablemente previsible.,Neutral,0,"[0.9924637079238892, 0.007536298129707575]"
"Las instituciones deberían hacer dl día d l Constitución 1 fiesta cívica d todos,destacando valores democráticos y no 1 acto para políticos",Positivo,1,"[0.09683822840452194, 0.9031617641448975]"
En alguna CA como Cataluña ni siquiera hay acto institucional en un día como hoy.No interesa recordar LaConstitucionquenosUne,Negativo,0,"[0.999630331993103, 0.0003696422791108489]"
Conference Robert Steele en GlobalChase UNED. Estrategias de Inteligencia ante las amenazas económicas globales ,Neutral,1,"[0.0011472413316369057, 0.9988527297973633]"
Me agrada coincidir con mi amigo mechor en la denuncia de las tecnicas mafiosas en el Euskadi,Neutral,1,"[0.0503508560359478, 0.9496491551399231]"
"Dios mío, es tan real que da miedo. ¡ánimo mamás trabajadora, nosotras podemos! Supermujeres ",Positivo,0,"[0.6939120292663574, 0.3060879707336426]"
Menos palabras y mas hechos.Inauguración con tirón de orejas. SUR.es ,Neutral,0,"[0.9992311000823975, 0.0007688953774049878]"
". ya ya.Griñán ve ""imposible"" ser imputado en el caso ERE ",Negativo,0,"[0.9995288848876953, 0.0004711357760243118]"
Gracias por seguirme RodolfoTesone ;-)),Positivo,1,"[0.0002692182606551796, 0.9997307658195496]"
Yo ya me he inscrito  'FotosyTuits06'!  ,Neutral,1,"[0.0005961151327937841, 0.9994038343429565]"
Una vez me dijo un amigo hace daño quien puede y no quien quiere.que razon tenia! Seguire aqui por esas 248.315 personas que me quereis!,Neutral,1,"[0.008603781461715698, 0.9913962483406067]"
Y ahí va el editorial.  por favor. CÃ³mo pasar en el 11-M de impostor a testigo de cargo  ,Negativo,0,"[0.9990430474281311, 0.0009569072281010449]"
"Rajoy, 3-1 para el Madrid; Zapatero para «su» Barça y Rubalcaba evita «mojarse» - ABC.es ",Neutral,1,"[0.002529953373596072, 0.9974700212478638]"
A ver. Se aclara lo de las entradas o qué?. Aquí los actores esperando. terratpack ,Positivo,0,"[0.9878837466239929, 0.01211623102426529]"
El Museo de la Cueva de Nerja abre con una previsión de 100.0 visitas al año ,Positivo,1,"[0.00036318195634521544, 0.9996367692947388]"
"El día en que Merkel dejó de ser socialista, por basteiro  ",Neutral,0,"[0.8138872981071472, 0.186112642288208]"
“lhermoso_: 17 periodistas han sido asesinados durante el último año en Honduras: ,Negativo,0,"[0.9994137287139893, 0.0005862312391400337]"
"Ahora si que me despido! a lavar los piños y ¨pa¨ la cama! Hola lucia_miguel un beso de buenas noches para ti, que veo que acabas de llegar",Positivo,1,"[0.017583703622221947, 0.9824162721633911]"
Tu q sabes seguro q me has entendido  antoniocamunas :),Positivo,1,"[0.041563812643289566, 0.958436131477356]"
"Sintonía total entre Rajoy y Zapatero, con importantes matices de Rubalcaba. La recepción del día de la Constitución ",Positivo,1,"[0.00046802262659184635, 0.9995319843292236]"
Merkel y Sarkozy se rinden a los encantos del presidente Rajoy ,Positivo,1,"[0.0006304290727712214, 0.9993695616722107]"
"nurvaca: Sr. Mas, no garantizar una sanidad publica de calidad universal es anticonstitucional ,por eso no celebra dia  constitucion?",Negativo,0,"[0.9995585083961487, 0.00044151151087135077]"
la noticia es la q he contado en el TelediarioInter Un alto cargo del PSOE declarara como testigo ante la juez del 11m antes de Navidad.,Neutral,0,"[0.555029571056366, 0.44497039914131165]"
"Buenos días. Sin Presidente del Gobierno pleno y sin verdadero líder d la oposición, los partidos se ponen d acuerdo. Luego es posible!",Negativo,1,"[0.03592502698302269, 0.964074969291687]"
A los güenos días.,Neutral,0,"[0.6975975632667542, 0.30240243673324585]"
"Nadie le cree, pero jura y perjura q sí, q deja la política y se va a Walt Disney. Los corrillos del Congreso con susannagriso",Neutral,0,"[0.9988754391670227, 0.001124516362324357]"
"Europa se construye recortando Estado del Bienestar? Austeridad si, pero inteligente: Estado del Bienestar moderno e inversión cree empleo",Negativo,0,"[0.9994580149650574, 0.0005419982480816543]"
No dejeis de ver el video que acabo de  con la declaración de J-70. Fijaos en Bermudez en los minutos 17 y 21. Zougam merece otro juicio.,Positivo,1,"[0.0008388921851292253, 0.9991611242294312]"
"Bdías!! vaya tiempo que hace hoy: niebla, que parece que estamos en la boca del lobo, y frío, mucho frío. Apetece algo calentido pal cuerpo",Negativo,0,"[0.997528612613678, 0.0024714109022170305]"
"Buenos días,os adjunto mi columna hoy en abc_es sobre la necesidad d una reforma constitucional ",Positivo,1,"[0.0008631602395325899, 0.9991368651390076]"
"De dónde saldrá el dinero para el banco malo de Rajoy, según el WSJ.  ",Negativo,0,"[0.9993815422058105, 0.0006184584344737232]"
A vosotros  TuDNIe: Gracias Marivi  mariviromero Me encanta ver por aqui a TuDNIe ;-)),Positivo,1,"[0.00024039129493758082, 0.9997596144676208]"
Sobre una amiga y compañera de partido. ,Positivo,1,"[0.04526221379637718, 0.9547377824783325]"
Interesante análisis de iurquizu sobre los retos del socialismo. ,Positivo,1,"[0.00035240466240793467, 0.9996476173400879]"
La aventura de dibujar Málaga ,Neutral,1,"[0.0005644513876177371, 0.9994354844093323]"
"igualmente!“susannagriso: Te responderé dentro de nueve meses, Buenafuente. Un inmenso placer tenerte hoy en ESPEJOPUBLICO.”",Positivo,1,"[0.00023145569139160216, 0.9997685551643372]"
En Periodistas 21: Hablar a la televisión ,Neutral,0,"[0.9669719934463501, 0.033027999103069305]"
"A las 3 en A3noticias, los pilotos de Iberia ponen en riesgo el viaje de Navidad de miles de personas: huelga los días 18 y 29 de diciembre",Negativo,0,"[0.999232292175293, 0.000767708639614284]"
A las 3 en A3noticias os contaremos algunas de las noticias sobre las que más se ha tuiteado en 2011,Neutral,1,"[0.000943632738199085, 0.9990563988685608]"
Queremos potenciar y estimular a los mejores alumnos. Será impartido por profesores funcionarios.,Positivo,1,"[0.00037818134296685457, 0.9996217489242554]"
"Si eso, Bono podía haber convocado la última diputación permanente del congreso el lunes a las 11 de la noche. Sólo lo ha hecho a las 6,30",Neutral,0,"[0.9890361428260803, 0.010963820852339268]"
"La novia de Cristiano Ronaldo, Irina de nombre, prefiere ""jugar"" sin camiseta, se vé que no aprecia tanto los colores. ",Negativo,0,"[0.9994786381721497, 0.0005213655531406403]"
"Por qué no se exige a los bancos intervenidos con dinero público una linea d crédito para PYMES, autónomos y nuevas empresas que contraten?",Negativo,0,"[0.999477207660675, 0.0005228404188528657]"
"Otra lectura navideña recomendada: El reto de Rajoy, de oscarelia y Rafa Bardají",Positivo,1,"[0.0004786464269272983, 0.9995213747024536]"
¿Por qué el felipismo suspende su cena conciabulo? Se lo contamos en el TelediarioInter 20:30,Negativo,0,"[0.9992438554763794, 0.0007561251404695213]"
Sinde echa mano de chequera para beneficiar a sus amigos. Se lo contamos en nuestro Top secret. TelediarioInter 20:30,Negativo,0,"[0.9978522062301636, 0.0021478680428117514]"
Andalucía pretende 'robar' los colegios de los curas y monjas. Se lo contamos en el TelediarioInter 20:30,Negativo,0,"[0.9994953870773315, 0.0005046543083153665]"
España pide eurobonos. Se lo contamos desde Marsella. TelediarioInter 20:30,Neutral,0,"[0.9808200001716614, 0.01918001100420952]"
De la Torre espera llegar a un acuerdo con el Puerto por el traslado de los cruceristas ,Positivo,1,"[0.0038131822366267443, 0.9961867928504944]"
El Ayuntamiento plantea un proyecto que mejora la accesibilidad del Teatro Romano ,Positivo,1,"[0.00136487593408674, 0.9986351132392883]"
Yo nunca he dicho eso “JorgeAlacid1: martagllera pedroj_ramirez Pero no habíamos quedado en que fue ETA?”,Negativo,0,"[0.9991718530654907, 0.00082820700481534]"
Hoy en el Gato: Juan Rosell. A favor del banco malo? ,Negativo,0,"[0.9947553873062134, 0.005244652274996042]"
Mañana contamos en EL PAÍS la charla con la que Iñaki Urdangarín convenció a Jaume Matas para firmar el convenio de Nóos. ¿De .,Positivo,1,"[0.0005872165784239769, 0.9994127750396729]"
"Empezamos en MundoaCuestas con carloscuestaveo InquisidorTV ChaniHenares SantiAbascal Eduardo Inda, Ricardo Martin y Luis Peiró VeoTV",Neutral,1,"[0.001295879716053605, 0.9987040758132935]"
Llaman a IU antisistema por denunciar la reforma que los mercados han hecho a la Constitución. ¿Y ellos que son? ¿Anticonstitucionales?,Negativo,0,"[0.9994820952415466, 0.0005179464351385832]"
Jeje..  MariadeOnate Tonicanto1 Lo siento pero esta mañana me he echado unas risas a tu costa ;),Positivo,1,"[0.0004092950257472694, 0.9995906949043274]"
"Interesante: militantes PSOE q votan delegados Congreso  “ReginoMateo: Guadalajara, abriendo camino ",Positivo,1,"[0.0004801791219506413, 0.9995198249816895]"
alopezmillan: mariviromero octava polīticamcon + seguidores en twitter en España. agarzon decimotercro. ,Neutral,1,"[0.1440989375114441, 0.8559010028839111]"
":“fernavarro17: ""En los periódicos falta calor, sudor.. humanidad"". Gran entrevista sobre periodismo ",Neutral,1,"[0.1589774340391159, 0.8410225510597229]"
Una lástima lo de hoy pero esto no termina acá. En el fútbol siempre hay revancha y tenemos equipo para pelear por grandes cosas,Negativo,0,"[0.9989919066429138, 0.001008103950880468]"
A vosotros siempre ;-))  90mn90d: mariviromero Gracias! :),Positivo,1,"[0.0002689268148969859, 0.9997310042381287]"
Mucho insomne por aquí. ¿Será por el presunto puente o por el 'recorte' de la familia real? :-),Neutral,0,"[0.9985058307647705, 0.0014942068373784423]"
Se han callado. Habrá pasado algo?,Neutral,0,"[0.999025821685791, 0.000974134833086282]"
Gracias a los 40 principales Chile que se ha unido a ,Positivo,1,"[0.0004246685712132603, 0.9995753169059753]"
"Ahora dicen que regalan la CAM al Banco Sabadell a cargo del fondo de garantía. Se olvidan del FROB, financiado con fondos públicos.",Neutral,0,"[0.9969770908355713, 0.003022907767444849]"
