texto,sentimiento
Llaman a IU antisistema por denunciar la reforma que los mercados han hecho a la Constitución. ¿Y ellos que son? ¿Anticonstitucionales?,Negativo
Jeje..  MariadeOnate Tonicanto1 Lo siento pero esta mañana me he echado unas risas a tu costa ;),Positivo
"Interesante: militantes PSOE q votan delegados Congreso  “ReginoMateo: Guadalajara, abriendo camino ",Positivo
alopezmillan: mariviromero octava polīticamcon + seguidores en twitter en España. agarzon decimotercro. ,Neutral
":“fernavarro17: ""En los periódicos falta calor, sudor.. humanidad"". Gran entrevista sobre periodismo ",Neutral
Una lástima lo de hoy pero esto no termina acá. En el fútbol siempre hay revancha y tenemos equipo para pelear por grandes cosas,Negativo
A vosotros siempre ;-))  90mn90d: mariviromero Gracias! :),Positivo
Mucho insomne por aquí. ¿Será por el presunto puente o por el 'recorte' de la familia real? :-),Neutral
Se han callado. Habrá pasado algo?,Neutral
Gracias a los 40 principales Chile que se ha unido a ,Positivo
"Ahora dicen que regalan la CAM al Banco Sabadell a cargo del fondo de garantía. Se olvidan del FROB, financiado con fondos públicos.",Neutral
Mis disculpas a jcacho por confundirlo con Jesús Cacho.,Negativo
El duque ofreció a Matas su amistad con Leblanc para llevar el Tour a Baleares y lograr el contrato del millón . ,Positivo
Rajoy acaba de entrar en la asamblea del PP Europeo. Sonriente y a punto de comenzar maratón de reuniones,Positivo
La heredera en la sombra del imperio Zara ,Positivo
"+10 : “carlos__alsina: Los lectores de Chaves Nogales, de enhorabuena. ",Positivo
malagaconabraham  ,Neutral
Rajoy ha estado hora y media reunido con Barroso analizando las diferentes posturas de cara a la Cumbre de la UE,Neutral
jesusmarana mjguemes sgueina a ver si es verdad.,Neutral
"Excelente resumen de la presentación del último disco de Bebe, escrito  por Fermín Zabalegui 10maneras ",Positivo
De camino a tu nuevo restaurante sergiarola68 ! Tendremos sitio?,Neutral
Y el menú increíble ,Positivo
España es el país con más sobrecualificación laboral de toda la Unión Europea ,Negativo
Cambio de conversación: de déficit a crecimiento.“FareedZakaria: ,Neutral
sanchez_sonia ya nos contarás si explota Europa (como dice Sarkozy),Negativo
"Rajoy cumple lo que le manda la troika : Más recortes sociales,  el banco malo pagado por los ciudadanos y devaluar empleo y  salarios",Negativo
Los videos sobre la final de la Copa Davis subidos a Youtube alcanzan más de 580.0 visitas copadavis,Positivo
"La bolsa baja, la prima sube. ¿La razón? Que el BCE sigue negándose a actuar en el mercado de la deuda por el veto alemán.",Negativo
Plan de ciudados paliativos para menores ,Neutral
FdoFrances: Wayne Gonzales en el Centro de Arte Contemporáneo de Málaga cacmalaga | Kedin.es ,Neutral
El Gobierno en funciones indulta a dos empresarios condenados por defraudar 27 millones ,Negativo
Termina la cumbre de Marsella. Rajoy ofrece compromiso con el déficit y exige capacidad de decisión para España.,Neutral
PaquiVicente: Cosmeticos de lujo y una suite en Moscu el despilfarro final de Sinde ,Negativo
Me parece indignante que la Ministra Sinde gaste 1180 e por noche en un hotel de Moscú . Con  1 noche come 1 familia de 4 personas 3 meses,Negativo
Q lo paguen ellos  joseantoniodelp: mariviromero migar_ miguehijano ahora_andal Últimos días de Mentiras y gordas. saludos,Negativo
"es verdad “NataliaPastor:  Pero a Miguel Montes no, el preso más antiguo de España que lleva 35 años en la cárcel.Vergonzoso y vomitivo.”",Negativo
Que bien esta icacabelos en el TelediarioInter enhorabuena pelirroja!,Positivo
"Será temprano, pero yo me muero de sueño! Que descanséis todos!  Muak",Positivo
"Lo que has de hacer, hazlo pronto “rafiln: isangeis pues mira. Cuando me lea EPN de pedroj_ramirez me lo leeré. :) jaja!”",Positivo
Zzxz.,Neutral
¿Alguien tiene ya el newtwitter?,Neutral
"Los líderes de los 27 siguen discutiendo, sus portavoces vendiéndonos que hay acuerdo en el fondo pero que discuten la forma. euco",Negativo
"Hoy la Ertzaintza ha descubierto un""ZULO""con armamento de ETA oculto en montes de Bizkaia entre municipios de Abadiano y ELORRIO",Neutral
"Curiosidad del insomne. Rajoy pide poder de bloqueo sobre fondo de rescate. Si no se lo dan, ¿sería fracaso suyo, de ZP o de los dos?",Negativo
".paugasol hace dos días:""Muchos rumores estos días. Yo me centro en el trabajo diario y en la ilusión de volver a jugar con mi equipo!”",Positivo
Resumen de la larga y agria noche en Bruselas: pacto fiscal sin Reino Unido y otros ,Negativo
"Me falta información para valorar la reforma d la UE aprobada esta noche. Espero q ""nuevo"" euro no solo tenga cruz sino también, cara.",Positivo
"Después d comprometerlo en conversaciones internacionales, quiero saber como va Rajoy a recortar los 30.0 m d euros de déficit en 2012.",Neutral
Bdías. Que el Reino Unido se quede fuera indica que los paises del euro han dado un paso clave en la buena dirección de la Unión Fiscal.,Neutral
"Rajoy actuó ayer por primera vez como jefe de Gobierno y entró en Europa pisando fuerte, prometiendo y exigiendo. Lo mismo que hizo Aznar.",Positivo
Portada El Mundo ,Neutral
Portada La Razón ,Neutral
Última entrada de ZP al Consejo UE. Sonriente euco,Positivo
"Intentando llegar a un pacto con los virus para que depongan las armas y su actitud. 
Inmunidad a cambio de inmunidad.",Neutral
"A la ofensa, oídos sordos. Es jodido cuando te arrancan la mandíbula de un zarpazo malditosorcos",Negativo
Ahora? toolate .Zapatero ofrece rigor en nombre de Rajoy para recobrar peso en la UE ,Positivo
";-)  ceslava: mariviromero verescreer gracias, aún faltan unos días pero no sé si tendré tiempo de hacer algo para celebrarlo",Positivo
: “ojomagico: Un periodista obtiene el documento que explica a qué tiene miedo el Reino Unido. ,Negativo
sanchez_sonia Papelón ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,Negativo
"Merkel, Sarko y Barroso charlando en pie. Cameron sentado solo con cara de enfado euco",Negativo
Encontrado nuevo zulo con explosivos en el País Vasco. Mientras ETA exista el camino es seguir combatiéndola.,Negativo
";-)  JuvenalSoto: mariviromero Con tu permiso, me sumo a ese FF para borissoler",Positivo
FF a Latanace y RaquelMartos porque son las reinas del mundo (y del mío).,Positivo
Jajajaja! Me río por no llorar!!  xipirona Tonicanto1 en Cuba no hay una dictadura,Negativo
FF para ElenaWilson2. Ella ya sabe.,Positivo
Increíble  q aún exista gente que defienda el régimen cubano.Este verano en Cuba no oí a nadie hacerlo!Esa izquierda trasnochada española.,Negativo
Lo pasamos muy bien “MaEugeniaLopez: LidiaSanzPerez Te recomiendo que no le falles. Es un lujo saludarle en persona. ,Positivo
Cameron rechaza reformar el Tratado de Lisboa y el acuerdo se limitará a 23 países europeos ,Neutral
"A las 3 en A3noticias, os enseñaremos la casa en la que vivirá la familia Zapatero tras dejar Moncloa",Neutral
Zapatero dice que Rajoy ha comprendido perfectamente que no haya calado su idea del veto con solo el 10% para el fondo de rescate europeo.,Neutral
Gracias chicos“QueDicen_com: PaulaVazquezTV: la última estrella ya brilla en Antena 3 ,Positivo
"Túnel de los Roquillos, El Hierro. Su cierre durante semanas causó pérdidas ecas considerables ",Negativo
"¿En qué se supone que ha cedido Merkel en esta ""dura negociación""?",Negativo
Mijas cierra una treintena de encuentros con touroperadores antes de Fitur ,Neutral
"Eso es ;-))  ccifuentes: JuananSanzNunez Por supuesto que nos veremos en Sevilla, un besazo :-) mariviromero",Positivo
"Lo de Guardiola no es una rueda de prensa, es un alarde de paciencia. Ojalá ahora se transforme en Bebe y nos echemos unas risas.",Positivo
"Ironía, por qué le abandonas.",Negativo
"El gobierno de Canarias aun no se ha enterado que la Cumbre europea era sobre el futuro del euro, no sobre la ultraperificidad..",Neutral
"JuandeVi: Crafts Market Málaga, domingo 11 de 10:00 a 15:00 horas, Plaza de la Merced.¿Te lo vas a perder? ",Neutral
"Todo mi apoyo y mi cariño a Luis Aizpeolea, gran periodista y excelente persona",Positivo
¡Lo mejor de mi timeline está disponible! ,Positivo
Los 10 mandamientos para hacer una buena campaña electoral 2.0  ,Positivo
"""€uropa se £ibra"", nuestra conclusión de la cumbre del euro y el aislamiento definitivo del Reino Unido.",Negativo
Este tema os dejo hoy amigs. Sergio Dalma y Rafita (que será de mi ). Buenas noches. Bs.  ,Positivo
Qué tragedia la de estos cubanos que han perdido la vida buscando su libertad! Este Castro no paga ni . ,Negativo
"""No hay lector con algún problema muy particular que no lo encuentre mencionado en la primera novela que se decida a leer"" Iñaki Uriarte",Positivo
La suerte de la fea la guapa la desea tipicasfrasesdeabuela,Neutral
Comienza el turno de los oyentes en ProtasRadio,Neutral
Estoy harto del clásico. Qué cansino todo el mundo con el partido. Creo que Pep saldrá con defensa de 3.,Negativo
"Jajaja me hacéis reír, y MUCHO. Si fuera un pelota os diría que sois los mejores followers del mundo. Pero como soy yo, os digo vais bien.",Positivo
"¿Os gusta la nueva aplicación de Twitter? A mi me despista bastante. ¿Qué ventajas le veis sobre la anterior? Yo, de momento, ninguna.",Negativo
"Bonus ePeriódico: Josep Piqué analiza para EL PERIÓDICO la cumbre del euro: ""¿Es posible Europa sin el Reino Unido?"" ",Neutral
Que tengáis un buen día familia! BESOS Y ABRAZO DE GOL PARA TODS !,Positivo
"El BOE publica hoy el indulto de Alfredo Sáenz con 'indulgencia plenaria'. Es decir, se borran excepcionalmente los antecedentes penales.",Positivo
El indulto a Sáenz borra los antecedentes penales para q pueda cumplir con la honorab q exige la normativa bancaria,Positivo
sanchez_sonia lacelda24601 sgueina jesusmarana sebas__martin de cómo twitter se convierte en un comedor de necesitados,Neutral
Jajajajajja la mierda del nuevo twitter loco me tiene.,Negativo
.jesusmarana La charla entre Enric González y Martí Gómez debería animarnos a crear maestrosquetuvimos.,Positivo
.Fgarea CarmelaRios bieitorubido  carmenmorodo carlosecue sindolafuente ¿Qué os parece maestrosquetuvimos? Cuenta el tuyo.,Neutral
“PaquiVicente: Hola rafam_simancas! Me haces un  para encontrar el perro de anapalacio? En la foto está la info! ,Negativo
JuanMoscosodelP animo.y ojo,Neutral
Con rafacanooficial en Cadena Dial ,Neutral
Encantado en conoceros “alipass: ,Positivo
"Y los etarras encarcelados no son unos pobres perseguidos por su pensamiento, son delincuentes que por fanatismo han hecho cosas terribles.",Negativo
"Muy bueno:  LatigoalCongres Tonicanto1 Buenas Diputado  please, gracias. SaludosEl tercer jinete ",Positivo
"Habrá que ir calentando los motores para esta noche. Y no, no es que vaya a ver el clásico ;)",Negativo
Shakira ganó ayer 2 Premios 40: Artista latina más importante e influyente en el mundo y Mejor Artista Int. en Lengua Española  ShakiraHQ,Positivo
"Somos consciente de la importancia cultural y musical de la sala Malandar, por eso vamos a buscar soluciones con su dueño",Positivo
Llueve en Madrid,Neutral
Venga. Hagamos porra! Quién se lleva el partido??,Neutral
"marodriguezb paugasol Sí, y en una competición real,abierta.No como los simulacros futboleros d aquí.Vamos,Pau,eres y serás EL MAS GRANDE!",Positivo
No me gusta el fútbol pero estoy impacientE x ver jugar al madrid. Que gane el mejor. el madrid,Positivo
El Tribunal de Cuentas ve irregularidades en contratos del semestre europeo presidido por Zapatero ,Negativo
"La clave del partido de hoy: el miedo. Si Mou saca un equipo para amarrar, ganará el Barca. El Madrid sólo puede ganar si sale a ganar",Positivo
"je, je“Mely_RB: Que grandes Buenafuente y sus ""teloneros""!! BROTHERNESKENS”",Positivo
He oido que esta noche 500 millones de personas verán el partido. Madre mía!Buena suerte a todos.,Positivo
Las espada están en todo lo alto! tomacomentariofutbolero !,Neutral
"Hoy veré el clásico en un pub de Londres. y con dos madridistas de armas tomar, a ver si me llevo una alegría ;)",Positivo
"Que nadie se enfade, pero esta noche también ponen en la tele ""El perro del hortelano"", la última y estupenda película de Pilar Miró.",Positivo
¡Lo mejor de mi timeline está disponible! ,Positivo
No se como agradecer todas las muestras de cariño q he recibido hoy aquí y fuera de aquí.No tengo palabras. Gracias infinitas,Positivo
Apaga y vámonos! Qué mala pata,Negativo
"1-3. Quién dijo ""fin de ciclo""?",Neutral
"Felicitats Barça/ Madrid, queda liga! tomacomentariofutbolero !! Buenas noches amigos y GRACIAS POR SER Y ESTAR",Positivo
"“almudenaSOY: las dos cosas eran pura ficción!” Sí, pero no hay color!!",Neutral
"“MaximoExposito: risto, te veo muy moderado hoy con los merengues xD” Pues sí. Odio a la gente que no sabe ganar.",Positivo
“iaguirre70: En el concierto de esta noche de Los Secretos en Madrid te ha mencionado Enrique Urquijo.” La Pantoja crea escuela.,Positivo
A puntito de salir para charleston en baeza!por cierto Enhorabuena al FCB y a todos sus seguidores!,Positivo
"Parece que, desgraciadamente ha fallecido una persona en Guerrero.",Negativo
“aprync7: David_Busta ¡Majo!. ¡Buen viaje!. Al parecer los daños del temblor no pasaron a mayores. ,Positivo
"Bueno, abrazos para tods ! Hasta luego!",Positivo
Puedes encontrar vicio y tentación en cada esquina. ,Negativo
Merkozy se equivoca ,Negativo
"JuanraLucas no debe haber mas limite que las viejas reglas del oficio, buscar la verdad, verificar, respetar. Buena practica, periodismo.",Positivo
El poema del domingo (Piedad Bonnett) ,Neutral
"Y reitero que no es una cuestión personal, sino debate necesario que va mas allá de la profesión del periodismo.La red abre espacios nuevos",Positivo
"Ciutadans_Cs: A las 13h, no te pierdas a Inés Arrimadas en la tertulia ""La Alternativa de Cope Bcn CsTeam",Neutral
La DGT realizará una campaña de intensificación de controles de alcoholemia entre el 12 y 18 de diciembre. ,Neutral
Con mi hermano Igorbustamante .;-) ,Positivo
Un twit y 6.0 twits!,Neutral
"Nacho_Plvapoyaremos y fomentaremos el deporte, su práctica y sus valores.Creemos más urgente recuperar un ministerio como el de Agricultura",Positivo
Ya estamos en Japon! Son las 23h asi q hay que ir a dormir para que el jet lag se vaya rapido. Que sueño!,Positivo
La atracción guitarrera. ,Neutral
ah! Eras tú? “gorkamunecas: buenafuente acabo de cruzarme contigo en Goya”,Neutral
Vuelvo a Disney!;-),Positivo
Nervios ,Negativo
Si me da tiempo os subo alguna foto. Os quiero!,Positivo
“R_Aguado7: cuida tus palabras admirador del fútbol independentista.” LosMerenguesEscozios,Negativo
“_princess25: ristomejide eres un poco catalan cabron no? Pero si sois unos ratas que no soltais un euro ¡racanos!” LosMerengesEscozios,Negativo
"EEUU y el FMI insatisfechos con resultados de la cumbre euroepa. Mañana, en EM, mi análisis sobre la cumbre centrado en las tareas de Rajoy.",Negativo
